#Time	TAir	RelHum	WindX	WindY	IDirNorm	IDiffHor	SkyCover	PRECIPITATION	ALBEDO
0.0	-0.5	91.3	0.92	0.92	0	0	50	0.0	14
0.5	-0.5	91.3	0.92	0.92	0	0	50	0.0	14
1.5	-0.5	90.5	-0.09	0.18	0	0	58	0.0	14
2.5	-0.5	90.1	-0.3	-0.0	0	0	67	0.0	14
3.5	-0.5	89.8	0.14	0.14	0	0	75	0.0	14
4.5	-0.5	89.7	-0.48	0.36	0	0	83	0.0	14
5.5	-0.4	89.8	-0.18	0.09	0	0	92	0.0	14
6.5	-0.4	90.0	0.22	0.33	0	0	100	0.0	14
7.5	-0.3	89.3	0.62	0.5	0	0	96	0.0	14
8.5	-0.2	89.1	-0.09	0.18	25	41	92	0.0	14
9.5	0.5	83.3	0.3	0.0	124	99	88	0.0	14
10.5	1.6	78.7	-0.46	0.19	447	122	83	0.0	14
11.5	2.4	80.0	-0.25	-0.76	278	140	79	0.0	14
12.5	2.7	77.2	-0.39	-0.1	24	149	75	0.0	14
13.5	2.8	79.1	-0.73	-0.53	0	93	77	0.0	14
14.5	2.8	81.5	-0.19	-0.67	1	75	79	0.0	14
15.5	2.5	83.8	-0.69	-0.58	0	23	81	0.0	14
16.5	1.7	89.4	-0.98	0.19	0	0	83	0.0	14
17.5	1.5	90.2	-0.0	0.6	0	0	85	0.0	14
18.5	1.5	90.8	-0.33	0.22	0	0	88	0.0	14
19.5	1.6	91.3	-0.45	-0.66	0	0	89	0.0	14
20.5	1.3	92.1	-0.78	0.19	0	0	90	0.0	14
21.5	1.1	93.9	0.28	0.42	0	0	91	0.0	14
22.5	0.9	95.0	-0.28	0.09	0	0	92	0.0	14
23.5	0.5	96.0	-0.42	0.28	0	0	93	0.0	14
24.5	0.1	95.9	0.41	1.02	0	0	94	0.0	14
25.5	-0.6	98.0	0.11	0.59	0	0	95	0.0	14
26.5	-0.6	97.2	0.12	0.38	0	0	96	0.0	14
27.5	-0.7	98.0	0.16	0.48	0	0	97	0.0	14
28.5	-0.4	97.4	-0.0	0.3	0	0	98	0.0	14
29.5	-0.4	97.7	-0.62	0.32	0	0	99	0.0	14
30.5	-0.3	97.3	0.58	0.39	0	0	100	0.0	14
31.5	-0.3	97.7	-0.45	0.23	0	0	98	0.0	14
32.5	0.2	95.7	0.21	0.21	0	35	96	0.0	14
33.5	0.9	94.3	0.21	0.21	119	100	94	0.0	14
34.5	1.8	91.5	0.09	-0.28	184	133	92	0.0	14
35.5	2.6	89.1	0.23	-1.28	169	163	90	0.0	14
36.5	3.7	86.2	-0.84	-1.24	316	128	88	0.0	14
37.5	4.0	86.5	-1.24	-2.06	237	117	90	0.0	14
38.5	3.0	90.2	-2.01	-2.23	0	60	92	0.0	14
39.5	2.7	90.4	-2.58	-1.32	0	13	94	0.0	14
40.5	2.4	91.2	-1.68	-1.26	0	0	96	0.0	14
41.5	2.3	90.5	-1.54	-1.43	0	0	98	0.0	14
42.5	2.1	92.1	-0.49	-1.52	0	0	100	0.0	14
43.5	1.8	93.1	0.09	-1.3	0	0	100	0.0	14
44.5	1.7	92.9	0.0	-1.2	0	0	100	0.0	14
45.5	1.6	91.4	0.19	-0.78	0	0	100	0.0	14
46.5	1.5	90.3	0.95	-0.31	0	0	100	0.0	14
47.5	1.3	91.9	0.28	0.42	0	0	100	0.0	14
48.5	1.2	93.3	0.07	0.07	0	0	100	0.0	14
49.5	1.2	94.0	0.09	0.28	0	0	100	0.0	14
50.5	1.3	92.5	0.53	0.73	0	0	100	0.0	14
51.5	1.2	90.4	0.31	0.74	0	0	100	0.0	14
52.5	1.4	87.7	0.78	0.78	0	0	100	0.0	14
53.5	1.6	87.0	0.09	0.9	0	0	100	0.0	14
54.5	1.6	88.9	0.4	-0.3	0	0	100	0.0	14
55.5	1.3	90.5	-0.6	-0.0	0	0	90	0.0	14
56.5	1.5	87.1	0.23	0.45	0	26	79	0.0	14
57.5	2.0	83.1	1.0	1.38	0	67	69	0.0	14
58.5	2.6	81.9	1.46	1.36	158	137	58	0.0	14
59.5	2.9	80.6	1.68	-0.24	616	102	48	0.0	14
60.5	3.3	79.0	1.38	-1.0	612	83	38	0.0	14
61.5	3.4	81.0	1.32	-1.63	561	78	42	0.0	14
62.5	2.8	83.2	1.7	-1.7	510	55	46	0.0	14
63.5	2.3	86.0	0.84	-1.24	214	35	50	0.0	14
64.5	1.4	88.9	-0.1	-0.79	0	0	54	0.0	14
65.5	0.3	94.2	-0.5	-0.0	0	0	58	0.0	14
66.5	-0.2	95.1	-0.21	1.18	0	0	62	0.0	14
67.5	-0.4	96.9	0.09	1.3	0	0	66	0.0	14
68.5	-0.5	99.1	-0.0	1.5	0	0	69	0.0	14
69.5	-1.3	98.7	-0.0	0.9	0	0	72	0.0	14
70.5	-2.2	97.9	-0.69	0.11	0	0	75	0.0	14
71.5	-2.5	96.5	-0.9	-0.09	0	0	78	0.0	14
72.5	-3.1	97.0	-1.08	-0.21	0	0	81	0.0	14
73.5	-2.7	96.9	-1.02	0.41	0	0	84	0.0	14
74.5	-1.9	97.9	-1.0	-0.1	0	0	88	0.0	14
75.5	-2.2	97.1	-0.71	0.36	0	0	91	0.0	14
76.5	-2.9	97.2	-1.34	0.41	0	0	94	0.0	14
77.5	-2.3	92.4	-0.89	0.45	0	0	97	0.0	14
78.5	-2.6	90.5	-0.76	0.48	0	0	100	0.0	14
79.5	-3.5	96.0	0.21	1.18	0	0	100	0.0	14
80.5	-2.8	94.6	0.32	1.36	354	34	100	0.0	14
81.5	-2.3	96.3	0.29	1.47	263	85	100	0.0	14
82.5	-0.9	93.2	0.5	0.34	21	131	100	0.0	14
83.5	0.1	93.9	0.1	0.0	0	112	100	0.0	14
84.5	0.6	94.4	0.27	0.14	0	117	100	0.0	14
85.5	1.0	94.5	-0.79	-0.12	0	99	100	0.0	14
86.5	0.8	94.6	-0.98	0.19	6	80	100	0.0	14
87.5	0.2	98.0	-0.95	0.31	0	22	100	0.0	14
88.5	-0.5	99.4	-1.4	-0.0	0	0	100	0.0	14
89.5	0.3	96.1	-0.0	0.9	0	0	100	0.0	14
90.5	0.7	96.2	0.9	0.0	0	0	100	0.0	14
91.5	1.0	95.8	-0.6	-0.0	0	0	99	0.0	14
92.5	1.4	94.8	-0.9	-0.0	0	0	98	0.0	14
93.5	2.8	90.7	0.54	1.4	0	0	97	0.2	14
94.5	3.2	89.7	0.62	0.91	0	0	96	0.0	14
95.5	3.2	90.9	0.71	-0.71	0	0	95	0.0	14
96.5	2.8	93.0	-1.38	-0.24	0	0	94	0.0	14
97.5	3.4	89.8	-0.0	1.7	0	0	93	0.0	14
98.5	5.4	79.6	1.84	3.32	0	0	92	0.0	14
99.5	4.9	83.4	1.99	1.15	0	0	91	0.0	14
100.5	3.8	91.1	-0.96	0.29	0	0	90	0.1	14
101.5	4.2	90.1	0.55	0.95	0	0	89	0.0	14
102.5	4.2	90.6	1.0	0.45	0	0	88	0.0	14
103.5	3.7	93.4	-0.39	-0.92	0	0	85	0.0	14
104.5	3.6	94.4	-0.79	0.1	0	28	83	0.0	14
105.5	4.1	93.0	-0.36	-0.18	0	69	81	0.0	14
106.5	4.1	93.4	-1.06	-1.06	0	72	79	0.0	14
107.5	5.2	88.1	-0.56	-0.22	0	111	77	0.0	14
108.5	5.4	90.7	0.1	-1.0	100	130	75	0.0	14
109.5	6.3	84.3	-0.78	-1.16	366	122	79	0.0	14
110.5	6.0	86.4	-0.66	-0.76	11	80	83	0.0	14
111.5	4.9	91.5	-0.48	-0.36	0	22	88	0.0	14
112.5	3.8	95.6	0.3	-0.4	0	0	92	0.0	14
113.5	2.5	98.8	-0.0	0.1	0	0	96	0.0	14
114.5	2.4	99.1	0.1	1.4	0	0	100	0.0	14
115.5	2.5	100.0	-0.1	0.49	0	0	100	0.0	14
116.5	2.4	99.4	-0.76	0.48	0	0	100	0.0	14
117.5	2.2	100.0	-0.48	0.36	0	0	100	0.0	14
118.5	2.3	99.4	0.19	0.46	0	0	100	0.0	14
119.5	2.4	97.9	0.07	-0.07	0	0	100	0.0	14
120.5	2.3	99.2	-0.0	-0.0	0	0	100	0.0	14
121.5	2.7	97.9	-0.84	0.32	0	0	100	0.0	14
122.5	2.7	97.1	0.76	0.66	0	0	100	0.0	14
123.5	2.1	95.2	0.82	1.93	0	0	100	0.0	14
124.5	1.3	95.6	0.84	1.81	0	0	100	0.0	14
125.5	1.0	95.4	0.8	1.72	0	0	100	0.0	14
126.5	1.4	94.9	0.68	2.09	0	0	100	0.0	14
127.5	1.4	94.2	-0.41	1.54	0	0	100	0.0	14
128.5	1.6	94.7	0.32	1.36	0	10	100	0.0	14
129.5	1.9	94.8	0.4	2.06	0	45	100	0.0	14
130.5	2.6	92.6	0.82	1.01	0	59	100	0.0	14
131.5	3.4	90.9	0.76	0.66	0	84	100	0.0	14
132.5	4.6	86.9	1.6	1.2	14	133	100	0.0	14
133.5	4.9	84.1	1.54	1.12	0	98	100	0.0	14
134.5	4.3	92.1	0.11	-1.3	0	60	100	0.0	14
135.5	4.0	92.7	-0.64	-0.64	0	28	100	0.0	14
136.5	3.6	94.3	-0.78	-0.78	0	0	100	0.0	14
137.5	3.5	95.2	-0.59	-0.09	0	0	100	0.0	14
138.5	3.4	95.3	0.22	0.33	0	0	100	0.0	14
139.5	3.0	94.6	0.38	1.24	0	0	100	0.0	14
140.5	2.8	96.1	0.61	1.59	0	0	100	0.0	14
141.5	2.2	97.4	0.31	1.98	0	0	100	0.0	14
142.5	2.3	96.7	0.41	1.54	0	0	100	0.0	14
143.5	1.9	96.6	0.77	1.52	0	0	100	0.0	14
144.5	1.0	97.5	0.71	1.76	0	0	100	0.0	14
145.5	0.5	96.5	0.93	1.43	0	0	100	0.0	14
146.5	0.6	94.4	1.03	1.23	0	0	100	0.0	14
147.5	0.5	95.6	0.82	1.6	0	0	100	0.0	14
148.5	0.8	94.7	0.88	1.21	0	0	100	0.0	14
149.5	1.0	95.3	0.25	0.86	0	0	100	0.0	14
150.5	0.0	95.5	0.3	0.74	0	0	100	0.0	14
151.5	0.5	96.1	-0.31	0.95	0	0	100	0.0	14
152.5	1.1	95.0	0.53	0.85	0	26	100	0.0	14
153.5	1.6	94.4	0.69	1.1	0	72	100	0.0	14
154.5	2.0	94.1	-0.0	0.6	0	83	100	0.0	14
155.5	2.3	93.9	-0.67	-0.22	0	95	100	0.0	14
156.5	3.1	88.3	-0.39	0.1	263	141	100	0.0	14
157.5	4.4	83.4	0.8	-0.6	495	119	100	0.0	14
158.5	4.4	83.2	0.66	-0.76	96	87	100	0.0	14
159.5	3.9	89.0	0.29	-1.16	48	43	100	0.0	14
160.5	3.2	92.3	0.0	-0.7	0	0	100	0.0	14
161.5	2.7	95.2	-0.38	0.12	0	0	100	0.0	14
162.5	2.5	95.9	0.42	0.28	0	0	100	0.0	14
163.5	2.3	97.0	-0.0	0.6	0	0	100	0.0	14
164.5	1.9	98.1	-0.76	0.66	0	0	100	0.0	14
165.5	1.2	98.3	-0.25	1.07	0	0	100	0.0	14
166.5	0.8	97.1	1.0	1.38	0	0	100	0.0	14
167.5	-0.1	96.8	0.52	1.83	0	0	100	0.0	14
168.5	0.1	96.2	0.12	1.19	0	0	100	0.0	14
169.5	0.6	93.6	-0.13	0.69	0	0	100	0.0	14
170.5	0.5	95.1	-0.09	0.18	0	0	100	0.0	14
171.5	0.7	94.6	0.5	0.0	0	0	100	0.0	14
172.5	0.8	94.0	-0.58	0.14	0	0	100	0.0	14
173.5	1.1	93.3	-0.6	-0.0	0	0	100	0.0	14
174.5	1.2	94.9	-0.0	0.2	0	0	100	0.0	14
175.5	1.1	95.0	0.31	0.51	0	0	92	0.0	14
176.5	1.1	93.8	0.45	0.89	0	13	83	0.0	14
177.5	0.7	94.5	0.36	0.93	0	52	75	0.0	14
178.5	0.7	92.1	0.7	0.57	20	132	67	0.0	14
179.5	2.2	86.5	-0.2	-0.0	253	157	58	0.0	14
180.5	2.7	84.1	-1.1	0.49	20	138	50	0.0	14
181.5	3.0	81.3	-0.75	0.29	17	122	56	0.0	14
182.5	3.2	80.6	-0.39	0.1	7	84	62	0.0	14
183.5	3.0	88.0	0.0	-0.7	0	34	69	0.0	14
184.5	2.7	90.3	-0.16	-0.48	0	0	75	0.0	14
185.5	1.7	92.4	-0.48	-0.36	0	0	81	0.0	14
186.5	1.5	93.6	-0.0	0.3	0	0	88	0.0	14
187.5	1.3	93.9	0.19	0.67	0	0	89	0.0	14
188.5	1.5	93.0	0.31	1.26	0	0	90	0.0	14
189.5	1.4	92.9	0.45	0.66	0	0	91	0.0	14
190.5	1.4	93.3	0.21	0.21	0	0	92	0.0	14
191.5	1.5	93.3	-0.0	0.5	0	0	93	0.0	14
192.5	1.4	93.0	-0.0	-0.0	0	0	94	0.0	14
193.5	1.3	94.0	-0.0	0.3	0	0	95	0.0	14
194.5	1.3	94.3	0.18	0.57	0	0	96	0.0	14
195.5	1.2	93.7	0.09	0.28	0	0	97	0.0	14
196.5	1.3	93.3	-0.44	0.54	0	0	98	0.0	14
197.5	1.1	94.7	-0.21	-0.21	0	0	99	0.0	14
198.5	1.0	94.1	0.1	0.0	0	0	100	0.0	14
199.5	1.1	93.3	-0.0	0.1	0	0	98	0.0	14
200.5	1.3	92.0	0.07	0.07	0	18	96	0.0	14
201.5	2.0	88.5	-0.0	0.1	0	55	94	0.0	14
202.5	2.9	85.3	0.0	-0.5	17	131	92	0.0	14
203.5	3.9	79.9	-0.21	-1.08	158	167	90	0.0	14
204.5	4.3	74.4	-0.83	-0.35	65	157	88	0.0	14
205.5	4.7	76.7	-0.1	-1.1	12	120	90	0.0	14
206.5	4.5	80.8	0.1	-1.1	0	58	92	0.0	14
207.5	4.1	85.9	0.0	-1.1	0	21	94	0.0	14
208.5	3.9	86.1	-0.12	-0.48	0	0	96	0.0	14
209.5	3.7	88.7	0.21	0.21	0	0	98	0.0	14
210.5	3.6	89.7	0.09	0.28	0	0	100	0.0	14
211.5	3.5	91.1	0.07	0.07	0	0	100	0.0	14
212.5	3.3	93.5	-0.0	0.1	0	0	100	0.0	14
213.5	3.3	92.5	-0.49	-0.1	0	0	100	0.0	14
214.5	3.1	94.6	0.3	0.0	0	0	100	0.0	14
215.5	3.0	95.7	0.36	0.18	0	0	100	0.0	14
216.5	3.1	94.8	-0.0	0.1	0	0	100	0.0	14
217.5	3.0	95.9	0.4	0.3	0	0	100	0.0	14
218.5	3.1	95.7	0.31	0.74	0	0	100	0.2	14
219.5	3.0	96.6	0.28	0.42	0	0	100	0.0	14
220.5	3.0	96.4	0.19	0.67	0	0	100	0.0	14
221.5	2.9	96.3	0.45	0.23	0	0	100	0.0	14
222.5	2.9	95.8	0.5	0.5	0	0	100	0.0	14
223.5	3.0	97.1	0.11	-0.69	0	0	100	0.1	14
224.5	3.1	95.7	-0.82	-1.01	0	6	100	0.1	14
225.5	3.0	91.2	-1.15	-1.64	0	30	100	0.0	14
226.5	2.9	87.1	-2.01	-1.12	0	47	100	0.0	14
227.5	3.3	82.6	-1.13	-1.13	0	81	100	0.0	14
228.5	3.6	81.6	-1.16	-1.38	0	82	100	0.0	14
229.5	3.8	80.5	-0.51	-1.41	0	66	100	0.0	14
230.5	3.7	80.1	-0.92	-1.31	0	37	100	0.0	14
231.5	3.5	81.7	-1.34	-1.05	0	10	100	0.0	14
232.5	3.3	86.5	-1.05	-0.76	0	0	100	0.0	14
233.5	3.0	86.0	-1.01	-0.82	0	0	100	0.0	14
234.5	2.8	87.3	-1.1	-0.49	0	0	100	0.0	14
235.5	2.6	85.6	-0.88	-0.66	0	0	100	0.0	14
236.5	2.5	85.3	-0.66	-0.88	0	0	100	0.0	14
237.5	2.4	88.0	-0.7	-1.21	0	0	100	0.0	14
238.5	2.4	86.0	-1.13	-0.82	0	0	100	0.0	14
239.5	2.4	85.5	-0.74	-0.95	0	0	100	0.0	14
240.5	2.2	87.1	-0.7	-1.21	0	0	100	0.0	14
241.5	2.1	88.6	-0.5	-1.31	0	0	100	0.0	14
242.5	2.0	90.0	-0.9	-1.2	0	0	100	0.0	14
243.5	1.9	92.4	-0.49	-1.1	0	0	100	0.0	14
244.5	1.9	92.7	-1.2	-0.51	0	0	100	0.0	14
245.5	1.9	92.2	-0.64	-0.64	0	0	100	0.0	14
246.5	1.8	93.1	-0.59	-0.68	0	0	100	0.0	14
247.5	1.9	93.1	-0.7	-1.32	0	0	100	0.0	14
248.5	2.0	92.8	-0.63	-1.14	0	12	100	0.0	14
249.5	2.2	91.4	-0.73	-1.43	0	25	100	0.0	14
250.5	2.3	89.5	-1.54	-1.12	0	48	100	0.0	14
251.5	2.6	88.2	-1.42	-1.11	0	58	100	0.0	14
252.5	2.8	87.6	-1.43	-1.25	0	59	100	0.0	14
253.5	2.9	85.6	-1.18	-1.36	0	39	100	0.0	14
254.5	2.8	84.9	-1.15	-1.64	0	28	100	0.0	14
255.5	2.7	83.6	-1.29	-1.91	0	8	100	0.0	14
256.5	2.4	83.7	-1.2	-1.6	0	0	100	0.0	14
257.5	2.3	85.0	-0.72	-1.54	0	0	100	0.0	14
258.5	2.3	86.3	-1.13	-0.82	0	0	100	0.0	14
259.5	2.2	86.1	-0.54	-0.44	0	0	100	0.0	14
260.5	2.3	86.1	-1.32	-0.7	0	0	100	0.0	14
261.5	2.2	87.0	-1.66	-0.92	0	0	100	0.0	14
262.5	2.1	87.2	-1.23	-1.03	0	0	100	0.0	14
263.5	2.0	87.6	-0.78	-0.78	0	0	100	0.0	14
264.5	1.9	89.2	-0.94	-1.04	0	0	100	0.0	14
265.5	1.7	89.4	-1.24	-1.16	0	0	100	0.0	14
266.5	1.4	90.0	-0.66	-0.76	0	0	100	0.0	14
267.5	1.3	91.4	-0.45	-0.23	0	0	100	0.0	14
268.5	1.3	91.0	-0.96	-0.53	0	0	100	0.0	14
269.5	1.2	91.0	-0.45	-0.23	0	0	100	0.0	14
270.5	0.8	94.6	0.31	0.51	0	0	100	0.0	14
271.5	-0.1	95.3	0.55	1.07	0	0	96	0.0	14
272.5	-0.5	91.7	0.39	1.35	164	45	92	0.0	14
273.5	0.5	84.6	0.79	0.91	377	87	88	0.0	14
274.5	1.8	75.0	-0.48	0.12	178	153	83	0.0	14
275.5	2.6	68.0	-0.87	-0.5	161	171	79	0.0	14
276.5	2.9	67.6	0.29	-1.37	447	148	75	0.0	14
277.5	2.9	68.6	-0.12	-1.7	123	151	62	0.0	14
278.5	2.8	69.8	-0.41	-1.44	220	94	50	0.0	14
279.5	2.2	75.2	0.21	-1.69	119	49	38	0.0	14
280.5	0.7	83.1	-0.58	-0.69	0	0	25	0.0	14
281.5	-0.7	88.2	-0.74	0.31	0	0	12	0.0	14
282.5	-1.1	90.0	-0.22	0.67	0	0	0	0.0	14
283.5	-1.2	90.3	0.7	1.21	0	0	8	0.0	14
284.5	-1.5	92.5	0.3	1.57	0	0	17	0.0	14
285.5	-2.0	94.2	0.11	0.79	0	0	25	0.0	14
286.5	-1.5	92.3	0.19	0.98	0	0	33	0.0	14
287.5	-1.1	91.7	0.22	0.56	0	0	42	0.0	14
288.5	-1.1	91.7	0.12	0.48	0	0	50	0.0	14
289.5	-0.8	90.5	0.36	0.48	0	0	58	0.0	14
290.5	-0.6	90.0	-0.31	0.95	0	0	67	0.0	14
291.5	-0.9	88.6	0.28	1.06	0	0	75	0.0	14
292.5	-1.3	88.9	-0.1	1.2	0	0	83	0.0	14
293.5	-1.2	85.2	0.11	1.6	0	0	92	0.0	14
294.5	-1.3	86.3	0.92	2.54	0	0	100	0.0	14
295.5	-1.5	83.4	0.85	1.92	0	0	85	0.0	14
296.5	-1.9	86.8	0.7	1.21	356	43	71	0.0	14
297.5	-1.0	88.0	0.42	2.16	591	53	56	0.0	14
298.5	0.7	82.1	0.72	1.54	675	68	42	0.0	14
299.5	1.5	75.5	0.8	1.27	686	76	27	0.0	14
300.5	2.4	65.5	0.89	0.8	597	94	12	0.0	14
301.5	2.8	62.6	0.38	-0.12	547	88	10	0.0	14
302.5	3.0	65.5	0.3	-0.4	354	87	8	0.0	14
303.5	2.5	72.8	-0.29	-0.96	204	44	6	0.0	14
304.5	1.2	81.9	-0.6	-0.8	0	0	4	0.0	14
305.5	-0.7	87.4	-0.0	0.3	0	0	2	0.0	14
306.5	-1.0	87.8	0.53	0.96	0	0	0	0.0	14
307.5	-1.8	93.6	-0.1	0.79	0	0	0	0.0	14
308.5	-1.9	93.6	0.31	1.26	0	0	0	0.0	14
309.5	-2.2	95.9	-0.0	0.7	0	0	0	0.0	14
310.5	-2.6	95.8	0.11	0.69	0	0	0	0.0	14
311.5	-2.9	95.8	-0.22	0.56	0	0	0	0.0	14
312.5	-3.3	96.0	0.12	0.48	0	0	0	0.0	14
313.5	-3.7	95.7	-0.41	0.69	0	0	0	0.0	14
314.5	-4.1	95.6	-0.0	0.8	0	0	0	0.0	14
315.5	-4.3	95.7	-0.79	0.11	0	0	0	0.0	14
316.5	-4.0	94.1	0.15	0.78	0	0	0	0.0	14
317.5	-4.4	94.4	-0.0	0.7	0	0	0	0.0	14
318.5	-4.8	94.8	-0.18	0.09	0	0	0	0.0	14
319.5	-4.9	93.8	0.19	0.67	0	0	2	0.0	14
320.5	-4.6	93.1	-0.21	0.21	227	43	4	0.0	14
321.5	-3.3	91.0	0.1	0.0	446	71	6	0.0	14
322.5	-1.7	87.7	-0.1	-0.0	565	84	8	0.0	14
323.5	-0.6	75.0	0.1	-0.79	689	76	10	0.0	14
324.5	0.3	71.4	0.0	-0.8	722	71	12	0.0	14
325.5	1.7	67.4	-0.47	-0.65	624	76	10	0.0	14
326.5	2.0	68.9	-0.31	-0.95	526	62	8	0.0	14
327.5	1.5	69.9	-0.94	-1.17	277	43	6	0.0	14
328.5	0.5	76.9	-1.78	-0.91	0	0	4	0.0	14
329.5	-0.6	84.6	-0.75	-1.3	0	0	2	0.0	14
330.5	-1.9	94.8	-1.1	-1.9	0	0	0	0.0	14
331.5	-3.4	96.7	0.0	-0.2	0	0	8	0.0	14
332.5	-3.5	96.7	0.09	0.28	0	0	17	0.0	14
333.5	-3.2	97.0	0.47	0.38	0	0	25	0.0	14
334.5	-2.7	94.2	0.8	0.41	0	0	33	0.0	14
335.5	-3.4	96.7	0.69	0.4	0	0	42	0.0	14
336.5	-3.6	96.5	0.35	-0.35	0	0	50	0.0	14
337.5	-3.6	96.5	-0.34	-0.5	0	0	58	0.0	14
338.5	-4.1	96.1	-0.48	-0.16	0	0	67	0.0	14
339.5	-4.3	95.9	-0.74	-0.31	0	0	75	0.0	14
340.5	-3.9	95.6	-1.6	0.11	0	0	83	0.0	14
341.5	-3.6	93.9	-2.6	0.09	0	0	92	0.0	14
342.5	-3.0	90.7	-2.67	-0.38	0	0	100	0.0	14
343.5	-2.7	90.2	-1.78	-0.91	0	0	100	0.0	14
344.5	-2.6	88.7	-2.47	-0.8	0	17	100	0.0	14
345.5	-2.8	88.4	-3.1	0.11	0	58	100	0.0	14
346.5	-2.2	87.1	-2.5	-0.09	0	96	100	0.0	14
347.5	-1.7	85.1	-0.5	-0.98	0	92	100	0.0	14
348.5	-1.2	82.8	-1.77	-0.94	0	91	100	0.0	14
349.5	-0.6	80.1	-2.22	-0.9	56	145	83	0.0	14
350.5	-0.5	78.5	-1.77	-0.94	33	102	67	0.0	14
351.5	-0.6	79.4	-0.97	-0.87	0	45	50	0.0	14
352.5	-1.0	79.3	-1.18	-1.36	0	0	33	0.0	14
353.5	-1.6	80.7	-0.85	-1.36	0	0	17	0.0	14
354.5	-1.9	81.8	-0.98	-1.26	0	0	0	0.0	14
355.5	-2.3	83.2	-1.23	-1.32	0	0	8	0.0	14
356.5	-2.7	85.3	-1.13	-1.13	0	0	17	0.0	14
357.5	-3.0	86.7	-1.0	-1.12	0	0	25	0.0	14
358.5	-3.2	87.0	-1.13	-1.13	0	0	33	0.0	14
359.5	-3.4	88.2	-1.04	-0.94	0	0	42	0.0	14
360.5	-3.8	88.0	-1.23	-1.03	0	0	50	0.0	14
361.5	-3.8	87.5	-1.61	-1.5	0	0	58	0.0	14
362.5	-4.8	88.3	-1.21	-0.7	0	0	67	0.0	14
363.5	-3.7	87.7	-1.48	-1.48	0	0	75	0.0	14
364.5	-3.1	83.8	-3.11	-2.18	0	0	83	0.0	14
365.5	-2.3	79.1	-4.2	-1.87	0	0	92	0.0	14
366.5	-2.6	80.0	-4.33	-1.84	0	0	100	0.0	14
367.5	-2.3	81.1	-3.36	-2.18	0	0	100	0.0	14
368.5	-1.8	79.3	-4.5	-2.6	0	28	100	0.0	14
369.5	-1.6	79.0	-3.86	-2.5	0	56	100	0.0	14
370.5	-1.2	77.0	-4.15	-3.13	0	83	100	0.0	14
371.5	-1.0	77.3	-3.61	-3.61	0	61	100	0.0	14
372.5	-0.8	74.9	-4.38	-3.95	0	71	100	0.0	14
373.5	-0.6	75.3	-3.96	-3.82	0	99	100	0.0	14
374.5	-0.5	74.0	-3.66	-4.37	10	97	100	0.0	14
375.5	-0.6	72.4	-4.46	-4.16	0	39	100	0.0	14
376.5	-0.8	71.4	-5.26	-3.82	0	0	100	0.0	14
377.5	-0.9	71.1	-5.8	-3.35	0	0	100	0.0	14
378.5	-0.9	70.3	-4.93	-3.58	0	0	100	0.0	14
379.5	-0.9	71.5	-4.37	-3.66	0	0	92	0.0	14
380.5	-1.1	71.9	-3.42	-3.08	0	0	83	0.0	14
381.5	-1.4	72.6	-3.0	-3.22	0	0	75	0.0	14
382.5	-2.0	75.8	-2.71	-2.8	0	0	67	0.0	14
383.5	-2.4	77.8	-1.91	-2.44	0	0	58	0.0	14
384.5	-2.9	79.7	-1.0	-1.73	0	0	50	0.0	14
385.5	-3.6	82.8	-0.41	-1.44	0	0	42	0.0	14
386.5	-4.1	84.7	-0.45	-0.66	0	0	33	0.0	14
387.5	-4.1	84.0	-0.55	-1.29	0	0	25	0.0	14
388.5	-4.9	87.5	-0.1	-0.69	0	0	17	0.0	14
389.5	-5.4	89.3	-0.42	-0.56	0	0	8	0.0	14
390.5	-5.8	90.9	-0.98	-0.19	0	0	0	0.0	14
391.5	-5.4	88.3	-1.4	0.1	0	0	10	0.0	14
392.5	-4.9	80.4	0.38	-0.12	58	52	21	0.0	14
393.5	-3.3	81.7	-0.67	-0.19	363	87	31	0.0	14
394.5	-1.4	73.7	-1.0	-0.45	635	120	42	0.0	14
395.5	0.6	64.0	-0.72	-1.54	610	103	52	0.0	14
396.5	1.5	58.0	-1.64	-1.15	640	98	62	0.0	14
397.5	2.8	57.0	0.22	-0.87	396	126	54	0.0	14
398.5	3.2	58.5	0.53	-1.19	408	80	46	0.0	14
399.5	2.6	65.4	0.19	-1.18	224	49	38	0.0	14
400.5	1.0	72.5	0.13	0.69	0	0	29	0.0	14
401.5	0.0	78.6	0.1	1.2	0	0	21	0.0	14
402.5	-0.2	81.3	0.82	2.15	0	0	12	0.0	14
403.5	-0.6	85.0	-0.24	1.48	0	0	20	0.0	14
404.5	-0.9	87.8	0.55	1.07	0	0	27	0.0	14
405.5	-0.4	86.0	0.38	1.24	0	0	34	0.0	14
406.5	-0.6	88.6	-0.12	1.09	0	0	42	0.0	14
407.5	-0.2	90.6	0.72	0.96	0	0	49	0.0	14
408.5	-0.2	89.6	-0.0	1.2	0	0	56	0.0	14
409.5	-0.7	91.8	0.77	1.29	0	0	64	0.0	14
410.5	-1.3	95.2	-0.5	0.98	0	0	71	0.0	14
411.5	-1.4	94.0	0.63	1.14	0	0	78	0.0	14
412.5	-0.5	91.6	0.22	0.97	0	0	85	0.0	14
413.5	0.0	91.4	0.49	1.52	0	0	93	0.0	14
414.5	0.2	90.7	0.71	1.76	0	0	100	0.0	14
415.5	0.3	89.8	0.76	1.05	0	0	96	0.0	14
